date,areaType,areaCode,areaName,newCasesByPublishDate,newCasesBySpecimenDate,date2
30/03/2020,region,E12000006,East of England,0,300,2020-03-30
29/03/2020,region,E12000006,East of England,0,209,2020-03-29
28/03/2020,region,E12000006,East of England,0,183,2020-03-28
27/03/2020,region,E12000006,East of England,0,243,2020-03-27
26/03/2020,region,E12000006,East of England,0,216,2020-03-26
25/03/2020,region,E12000006,East of England,0,188,2020-03-25
24/03/2020,region,E12000006,East of England,0,165,2020-03-24
23/03/2020,region,E12000006,East of England,0,196,2020-03-23
22/03/2020,region,E12000006,East of England,0,90,2020-03-22
21/03/2020,region,E12000006,East of England,0,77,2020-03-21
20/03/2020,region,E12000006,East of England,0,69,2020-03-20
19/03/2020,region,E12000006,East of England,0,57,2020-03-19
18/03/2020,region,E12000006,East of England,0,74,2020-03-18
17/03/2020,region,E12000006,East of England,0,38,2020-03-17
16/03/2020,region,E12000006,East of England,0,24,2020-03-16
15/03/2020,region,E12000006,East of England,0,35,2020-03-15
14/03/2020,region,E12000006,East of England,0,16,2020-03-14
13/03/2020,region,E12000006,East of England,0,37,2020-03-13
12/03/2020,region,E12000006,East of England,0,18,2020-03-12
11/03/2020,region,E12000006,East of England,0,14,2020-03-11
10/03/2020,region,E12000006,East of England,0,16,2020-03-10
09/03/2020,region,E12000006,East of England,0,4,2020-03-09
08/03/2020,region,E12000006,East of England,0,2,2020-03-08
07/03/2020,region,E12000006,East of England,0,3,2020-03-07
06/03/2020,region,E12000006,East of England,0,5,2020-03-06
05/03/2020,region,E12000006,East of England,0,1,2020-03-05
04/03/2020,region,E12000006,East of England,0,7,2020-03-04
03/03/2020,region,E12000006,East of England,0,7,2020-03-03
02/03/2020,region,E12000006,East of England,0,0,2020-03-02
01/03/2020,region,E12000006,East of England,0,1,2020-03-01
29/02/2020,region,E12000006,East of England,0,0,2020-02-29
28/02/2020,region,E12000006,East of England,0,2,2020-02-28
27/02/2020,region,E12000006,East of England,0,1,2020-02-27
26/02/2020,region,E12000006,East of England,0,1,2020-02-26
25/02/2020,region,E12000006,East of England,0,,2020-02-25
24/02/2020,region,E12000006,East of England,0,,2020-02-24
23/02/2020,region,E12000006,East of England,0,,2020-02-23
22/02/2020,region,E12000006,East of England,0,,2020-02-22
21/02/2020,region,E12000006,East of England,0,,2020-02-21
20/02/2020,region,E12000006,East of England,0,,2020-02-20
19/02/2020,region,E12000006,East of England,0,,2020-02-19
18/02/2020,region,E12000006,East of England,0,,2020-02-18
17/02/2020,region,E12000006,East of England,0,,2020-02-17
16/02/2020,region,E12000006,East of England,0,,2020-02-16
15/02/2020,region,E12000006,East of England,0,,2020-02-15
14/02/2020,region,E12000006,East of England,0,,2020-02-14
13/02/2020,region,E12000006,East of England,0,,2020-02-13
12/02/2020,region,E12000006,East of England,0,,2020-02-12
11/02/2020,region,E12000006,East of England,0,,2020-02-11
10/02/2020,region,E12000006,East of England,0,,2020-02-10
09/02/2020,region,E12000006,East of England,0,,2020-02-09
08/02/2020,region,E12000006,East of England,0,,2020-02-08
07/02/2020,region,E12000006,East of England,0,,2020-02-07
06/02/2020,region,E12000006,East of England,0,,2020-02-06
05/02/2020,region,E12000006,East of England,0,,2020-02-05
04/02/2020,region,E12000006,East of England,0,,2020-02-04
03/02/2020,region,E12000006,East of England,0,,2020-02-03
02/02/2020,region,E12000006,East of England,0,,2020-02-02
01/02/2020,region,E12000006,East of England,0,,2020-02-01
31/01/2020,region,E12000006,East of England,0,,2020-01-31
30/01/2020,region,E12000006,East of England,0,,2020-01-30
29/01/2020,region,E12000006,East of England,0,,2020-01-29
28/01/2020,region,E12000006,East of England,0,,2020-01-28
27/01/2020,region,E12000006,East of England,0,,2020-01-27
26/01/2020,region,E12000006,East of England,0,,2020-01-26
25/01/2020,region,E12000006,East of England,0,,2020-01-25
24/01/2020,region,E12000006,East of England,0,,2020-01-24
23/01/2020,region,E12000006,East of England,0,,2020-01-23
22/01/2020,region,E12000006,East of England,0,,2020-01-22
21/01/2020,region,E12000006,East of England,0,,2020-01-21
20/01/2020,region,E12000006,East of England,0,,2020-01-20
19/01/2020,region,E12000006,East of England,0,,2020-01-19
18/01/2020,region,E12000006,East of England,0,,2020-01-18
17/01/2020,region,E12000006,East of England,0,,2020-01-17
16/01/2020,region,E12000006,East of England,0,,2020-01-16
15/01/2020,region,E12000006,East of England,0,,2020-01-15
14/01/2020,region,E12000006,East of England,0,,2020-01-14
13/01/2020,region,E12000006,East of England,0,,2020-01-13
12/01/2020,region,E12000006,East of England,0,,2020-01-12
11/01/2020,region,E12000006,East of England,0,,2020-01-11
10/01/2020,region,E12000006,East of England,0,,2020-01-10
09/01/2020,region,E12000006,East of England,0,,2020-01-09
08/01/2020,region,E12000006,East of England,0,,2020-01-08
07/01/2020,region,E12000006,East of England,0,,2020-01-07
06/01/2020,region,E12000006,East of England,0,,2020-01-06
05/01/2020,region,E12000006,East of England,0,,2020-01-05
04/01/2020,region,E12000006,East of England,0,,2020-01-04
03/01/2020,region,E12000006,East of England,0,,2020-01-03
02/12/2020,region,E12000007,London,2614,,2020-12-02
01/12/2020,region,E12000007,London,1964,213,2020-12-01
30/11/2020,region,E12000007,London,2069,2143,2020-11-30
29/11/2020,region,E12000007,London,1639,1586,2020-11-29
28/11/2020,region,E12000007,London,2260,1595,2020-11-28
27/11/2020,region,E12000007,London,1800,2086,2020-11-27
26/11/2020,region,E12000007,London,2085,2024,2020-11-26
25/11/2020,region,E12000007,London,2503,2214,2020-11-25
24/11/2020,region,E12000007,London,1409,2136,2020-11-24
23/11/2020,region,E12000007,London,2075,2381,2020-11-23
22/11/2020,region,E12000007,London,2979,1481,2020-11-22
21/11/2020,region,E12000007,London,2547,1472,2020-11-21
20/11/2020,region,E12000007,London,1908,2109,2020-11-20
19/11/2020,region,E12000007,London,2540,2178,2020-11-19
18/11/2020,region,E12000007,London,2023,2456,2020-11-18
17/11/2020,region,E12000007,London,2102,2551,2020-11-17
16/11/2020,region,E12000007,London,674,3069,2020-11-16
15/11/2020,region,E12000007,London,2643,1797,2020-11-15
14/11/2020,region,E12000007,London,2588,1916,2020-11-14
13/11/2020,region,E12000007,London,2917,2689,2020-11-13
12/11/2020,region,E12000007,London,3929,2812,2020-11-12
11/11/2020,region,E12000007,London,2053,2904,2020-11-11
10/11/2020,region,E12000007,London,1501,2720,2020-11-10
09/11/2020,region,E12000007,London,2088,3077,2020-11-09
08/11/2020,region,E12000007,London,1804,1758,2020-11-08
07/11/2020,region,E12000007,London,2352,1640,2020-11-07
06/11/2020,region,E12000007,London,1948,2103,2020-11-06
05/11/2020,region,E12000007,London,2083,2092,2020-11-05
04/11/2020,region,E12000007,London,2307,2047,2020-11-04
03/11/2020,region,E12000007,London,1575,2120,2020-11-03
02/11/2020,region,E12000007,London,1739,2905,2020-11-02
01/11/2020,region,E12000007,London,2056,1204,2020-11-01
31/10/2020,region,E12000007,London,1568,1383,2020-10-31
30/10/2020,region,E12000007,London,2431,1867,2020-10-30
29/10/2020,region,E12000007,London,1933,1994,2020-10-29
28/10/2020,region,E12000007,London,2477,1965,2020-10-28
27/10/2020,region,E12000007,London,1999,2088,2020-10-27
26/10/2020,region,E12000007,London,1807,2527,2020-10-26
25/10/2020,region,E12000007,London,1791,1289,2020-10-25
24/10/2020,region,E12000007,London,2221,1433,2020-10-24
23/10/2020,region,E12000007,London,1718,2001,2020-10-23
22/10/2020,region,E12000007,London,1646,2174,2020-10-22
21/10/2020,region,E12000007,London,2862,2345,2020-10-21
20/10/2020,region,E12000007,London,1480,2311,2020-10-20
19/10/2020,region,E12000007,London,1945,2333,2020-10-19
18/10/2020,region,E12000007,London,1646,1291,2020-10-18
17/10/2020,region,E12000007,London,1166,1103,2020-10-17
16/10/2020,region,E12000007,London,1394,1652,2020-10-16
15/10/2020,region,E12000007,London,1843,1716,2020-10-15
14/10/2020,region,E12000007,London,1722,1621,2020-10-14
13/10/2020,region,E12000007,London,1441,1422,2020-10-13
12/10/2020,region,E12000007,London,801,1571,2020-10-12
11/10/2020,region,E12000007,London,637,740,2020-10-11
10/10/2020,region,E12000007,London,1174,868,2020-10-10
09/10/2020,region,E12000007,London,1457,1345,2020-10-09
08/10/2020,region,E12000007,London,1252,1474,2020-10-08
07/10/2020,region,E12000007,London,1310,1401,2020-10-07
06/10/2020,region,E12000007,London,916,1163,2020-10-06
05/10/2020,region,E12000007,London,989,1285,2020-10-05
04/10/2020,region,E12000007,London,1965,817,2020-10-04
03/10/2020,region,E12000007,London,1070,788,2020-10-03
02/10/2020,region,E12000007,London,497,1035,2020-10-02
01/10/2020,region,E12000007,London,551,1066,2020-10-01
30/09/2020,region,E12000007,London,388,986,2020-09-30
29/09/2020,region,E12000007,London,504,700,2020-09-29
28/09/2020,region,E12000007,London,397,738,2020-09-28
27/09/2020,region,E12000007,London,587,529,2020-09-27
26/09/2020,region,E12000007,London,361,548,2020-09-26
25/09/2020,region,E12000007,London,584,603,2020-09-25
24/09/2020,region,E12000007,London,620,599,2020-09-24
23/09/2020,region,E12000007,London,531,658,2020-09-23
22/09/2020,region,E12000007,London,354,520,2020-09-22
21/09/2020,region,E12000007,London,282,428,2020-09-21
20/09/2020,region,E12000007,London,241,410,2020-09-20
19/09/2020,region,E12000007,London,320,339,2020-09-19
18/09/2020,region,E12000007,London,377,385,2020-09-18
17/09/2020,region,E12000007,London,247,321,2020-09-17
16/09/2020,region,E12000007,London,243,293,2020-09-16
15/09/2020,region,E12000007,London,278,270,2020-09-15
14/09/2020,region,E12000007,London,218,299,2020-09-14
13/09/2020,region,E12000007,London,311,112,2020-09-13
12/09/2020,region,E12000007,London,393,230,2020-09-12
11/09/2020,region,E12000007,London,416,332,2020-09-11
10/09/2020,region,E12000007,London,304,391,2020-09-10
09/09/2020,region,E12000007,London,315,343,2020-09-09
08/09/2020,region,E12000007,London,327,343,2020-09-08
07/09/2020,region,E12000007,London,274,462,2020-09-07
06/09/2020,region,E12000007,London,308,205,2020-09-06
05/09/2020,region,E12000007,London,232,270,2020-09-05
04/09/2020,region,E12000007,London,296,355,2020-09-04
03/09/2020,region,E12000007,London,216,347,2020-09-03
02/09/2020,region,E12000007,London,190,333,2020-09-02
01/09/2020,region,E12000007,London,188,314,2020-09-01
31/08/2020,region,E12000007,London,160,216,2020-08-31
30/08/2020,region,E12000007,London,197,133,2020-08-30
29/08/2020,region,E12000007,London,143,139,2020-08-29
28/08/2020,region,E12000007,London,166,221,2020-08-28
27/08/2020,region,E12000007,London,210,229,2020-08-27
26/08/2020,region,E12000007,London,155,164,2020-08-26
25/08/2020,region,E12000007,London,206,169,2020-08-25
24/08/2020,region,E12000007,London,133,195,2020-08-24
23/08/2020,region,E12000007,London,155,143,2020-08-23
22/08/2020,region,E12000007,London,183,118,2020-08-22
21/08/2020,region,E12000007,London,101,166,2020-08-21
20/08/2020,region,E12000007,London,172,205,2020-08-20
19/08/2020,region,E12000007,London,105,152,2020-08-19
18/08/2020,region,E12000007,London,145,181,2020-08-18
17/08/2020,region,E12000007,London,95,189,2020-08-17
16/08/2020,region,E12000007,London,136,88,2020-08-16
15/08/2020,region,E12000007,London,119,106,2020-08-15
14/08/2020,region,E12000007,London,300,126,2020-08-14
13/08/2020,region,E12000007,London,0,124,2020-08-13
12/08/2020,region,E12000007,London,93,157,2020-08-12
11/08/2020,region,E12000007,London,90,149,2020-08-11
10/08/2020,region,E12000007,London,65,142,2020-08-10
09/08/2020,region,E12000007,London,117,67,2020-08-09
08/08/2020,region,E12000007,London,112,55,2020-08-08
07/08/2020,region,E12000007,London,90,122,2020-08-07
06/08/2020,region,E12000007,London,105,103,2020-08-06
05/08/2020,region,E12000007,London,74,114,2020-08-05
04/08/2020,region,E12000007,London,86,104,2020-08-04
03/08/2020,region,E12000007,London,97,87,2020-08-03
02/08/2020,region,E12000007,London,70,76,2020-08-02
01/08/2020,region,E12000007,London,103,58,2020-08-01
31/07/2020,region,E12000007,London,91,73,2020-07-31
30/07/2020,region,E12000007,London,114,102,2020-07-30
29/07/2020,region,E12000007,London,66,99,2020-07-29
28/07/2020,region,E12000007,London,61,100,2020-07-28
27/07/2020,region,E12000007,London,87,99,2020-07-27
26/07/2020,region,E12000007,London,87,65,2020-07-26
25/07/2020,region,E12000007,London,66,56,2020-07-25
24/07/2020,region,E12000007,London,73,83,2020-07-24
23/07/2020,region,E12000007,London,96,70,2020-07-23
22/07/2020,region,E12000007,London,47,81,2020-07-22
21/07/2020,region,E12000007,London,44,82,2020-07-21
20/07/2020,region,E12000007,London,47,97,2020-07-20
19/07/2020,region,E12000007,London,51,41,2020-07-19
18/07/2020,region,E12000007,London,109,48,2020-07-18
17/07/2020,region,E12000007,London,56,48,2020-07-17
16/07/2020,region,E12000007,London,68,70,2020-07-16
15/07/2020,region,E12000007,London,50,76,2020-07-15
14/07/2020,region,E12000007,London,42,62,2020-07-14
13/07/2020,region,E12000007,London,29,85,2020-07-13
12/07/2020,region,E12000007,London,45,37,2020-07-12
11/07/2020,region,E12000007,London,91,19,2020-07-11
10/07/2020,region,E12000007,London,31,40,2020-07-10
09/07/2020,region,E12000007,London,68,54,2020-07-09
08/07/2020,region,E12000007,London,44,57,2020-07-08
07/07/2020,region,E12000007,London,37,61,2020-07-07
06/07/2020,region,E12000007,London,23,53,2020-07-06
05/07/2020,region,E12000007,London,37,51,2020-07-05
04/07/2020,region,E12000007,London,38,32,2020-07-04
03/07/2020,region,E12000007,London,9,38,2020-07-03
02/07/2020,region,E12000007,London,34,40,2020-07-02
01/07/2020,region,E12000007,London,6025,42,2020-07-01
30/06/2020,region,E12000007,London,19,52,2020-06-30
29/06/2020,region,E12000007,London,9,58,2020-06-29
28/06/2020,region,E12000007,London,14,22,2020-06-28
27/06/2020,region,E12000007,London,46,32,2020-06-27
26/06/2020,region,E12000007,London,52,48,2020-06-26
25/06/2020,region,E12000007,London,47,57,2020-06-25
24/06/2020,region,E12000007,London,10,46,2020-06-24
23/06/2020,region,E12000007,London,18,49,2020-06-23
22/06/2020,region,E12000007,London,21,51,2020-06-22
21/06/2020,region,E12000007,London,18,27,2020-06-21
20/06/2020,region,E12000007,London,29,28,2020-06-20
19/06/2020,region,E12000007,London,16,37,2020-06-19
18/06/2020,region,E12000007,London,17,46,2020-06-18
17/06/2020,region,E12000007,London,9,42,2020-06-17
16/06/2020,region,E12000007,London,15,46,2020-06-16
15/06/2020,region,E12000007,London,8,41,2020-06-15
14/06/2020,region,E12000007,London,25,31,2020-06-14
13/06/2020,region,E12000007,London,36,39,2020-06-13
12/06/2020,region,E12000007,London,21,53,2020-06-12
11/06/2020,region,E12000007,London,31,47,2020-06-11
10/06/2020,region,E12000007,London,15,52,2020-06-10
09/06/2020,region,E12000007,London,55,71,2020-06-09
08/06/2020,region,E12000007,London,0,56,2020-06-08
07/06/2020,region,E12000007,London,15,45,2020-06-07
06/06/2020,region,E12000007,London,25,46,2020-06-06
05/06/2020,region,E12000007,London,36,46,2020-06-05
04/06/2020,region,E12000007,London,21,57,2020-06-04
03/06/2020,region,E12000007,London,21,79,2020-06-03
02/06/2020,region,E12000007,London,32,48,2020-06-02
01/06/2020,region,E12000007,London,21,49,2020-06-01
31/05/2020,region,E12000007,London,30,38,2020-05-31
30/05/2020,region,E12000007,London,25,39,2020-05-30
29/05/2020,region,E12000007,London,30,57,2020-05-29
28/05/2020,region,E12000007,London,16,74,2020-05-28
27/05/2020,region,E12000007,London,27,84,2020-05-27
26/05/2020,region,E12000007,London,22,65,2020-05-26
25/05/2020,region,E12000007,London,38,57,2020-05-25
24/05/2020,region,E12000007,London,38,50,2020-05-24
23/05/2020,region,E12000007,London,59,65,2020-05-23
22/05/2020,region,E12000007,London,55,83,2020-05-22
21/05/2020,region,E12000007,London,49,158,2020-05-21
20/05/2020,region,E12000007,London,50,143,2020-05-20
19/05/2020,region,E12000007,London,42,128,2020-05-19
18/05/2020,region,E12000007,London,47,112,2020-05-18
17/05/2020,region,E12000007,London,81,79,2020-05-17
16/05/2020,region,E12000007,London,166,76,2020-05-16
15/05/2020,region,E12000007,London,80,132,2020-05-15
14/05/2020,region,E12000007,London,89,157,2020-05-14
