Week,Central bank,Balance sheet (% of 2019 GDP)
2014-02-28,Bank of Japan,42.84055373
2014-03-07,Bank of Japan,42.84055373
2014-03-14,Bank of Japan,42.91890336
2014-03-21,Bank of Japan,43.17914877
2014-03-28,Bank of Japan,43.17914877
2014-04-04,Bank of Japan,42.90004618
2014-04-11,Bank of Japan,43.25271315
2014-04-18,Bank of Japan,43.25271315
2014-04-25,Bank of Japan,43.55287229
2014-05-02,Bank of Japan,43.86078292
2014-05-09,Bank of Japan,44.29636818
2014-05-16,Bank of Japan,44.29636818
2014-05-23,Bank of Japan,44.47990904
2014-05-30,Bank of Japan,45.24989788
2014-06-06,Bank of Japan,45.24989788
2014-06-13,Bank of Japan,45.55987857
2014-06-20,Bank of Japan,45.73080632
2014-06-27,Bank of Japan,45.73080632
2014-07-04,Bank of Japan,45.92483482
2014-07-11,Bank of Japan,46.8425139
2014-07-18,Bank of Japan,46.8425139
2014-07-25,Bank of Japan,47.20881755
2014-08-01,Bank of Japan,47.92144863
2014-08-08,Bank of Japan,47.92144863
2014-08-15,Bank of Japan,48.6567573
2014-08-22,Bank of Japan,48.62107304
2014-08-29,Bank of Japan,48.62107304
2014-09-05,Bank of Japan,49.15578038
2014-09-12,Bank of Japan,49.44610328
2014-09-19,Bank of Japan,49.44610328
2014-09-26,Bank of Japan,49.8124582
2014-10-03,Bank of Japan,49.20645048
2014-10-10,Bank of Japan,49.85702349
2014-10-17,Bank of Japan,49.85702349
2014-10-24,Bank of Japan,49.79901573
2014-10-31,Bank of Japan,51.10538988
2014-11-07,Bank of Japan,51.10538988
2014-11-14,Bank of Japan,51.12627511
2014-11-21,Bank of Japan,52.0627386
2014-11-28,Bank of Japan,52.0627386
2014-12-05,Bank of Japan,52.98269276
2014-12-12,Bank of Japan,53.56118235
2014-12-19,Bank of Japan,54.24612983
2014-12-26,Bank of Japan,54.24612983
2015-01-02,Bank of Japan,53.48814253
2015-01-09,Bank of Japan,54.28746368
2015-01-16,Bank of Japan,54.28746368
2015-01-23,Bank of Japan,53.81426812
2015-01-30,Bank of Japan,55.44111976
2015-02-06,Bank of Japan,55.44111976
2015-02-13,Bank of Japan,55.79240041
2015-02-20,Bank of Japan,56.42643079
2015-02-27,Bank of Japan,57.09250896
2015-03-06,Bank of Japan,57.09250896
2015-03-13,Bank of Japan,57.16747763
2015-03-20,Bank of Japan,56.86559326
2015-03-27,Bank of Japan,56.86559326
2015-04-03,Bank of Japan,57.4712583
2015-04-10,Bank of Japan,58.32574225
2015-04-17,Bank of Japan,58.32574225
2015-04-24,Bank of Japan,57.9376912
2015-05-01,Bank of Japan,59.29765694
2015-05-08,Bank of Japan,59.29765694
2015-05-15,Bank of Japan,59.47136416
2015-05-22,Bank of Japan,60.24872324
2015-05-29,Bank of Japan,61.13663898
2015-06-05,Bank of Japan,61.13663898
2015-06-12,Bank of Japan,61.55207524
2015-06-19,Bank of Japan,62.08738291
2015-06-26,Bank of Japan,62.08738291
2015-07-03,Bank of Japan,61.54629995
2015-07-10,Bank of Japan,62.05135321
2015-07-17,Bank of Japan,62.05135321
2015-07-24,Bank of Japan,62.36421739
2015-07-31,Bank of Japan,63.12390059
2015-08-07,Bank of Japan,63.12390059
2015-08-14,Bank of Japan,62.89983431
2015-08-21,Bank of Japan,63.63328323
2015-08-28,Bank of Japan,63.63328323
2015-09-04,Bank of Japan,64.40047725
2015-09-11,Bank of Japan,65.16783541
2015-09-18,Bank of Japan,65.16783541
2015-09-25,Bank of Japan,65.61065915
2015-10-02,Bank of Japan,65.10131385
2015-10-09,Bank of Japan,65.75559279
2015-10-16,Bank of Japan,65.75559279
2015-10-23,Bank of Japan,65.31692878
2015-10-30,Bank of Japan,66.555349
2015-11-06,Bank of Japan,66.555349
2015-11-13,Bank of Japan,66.61868839
2015-11-20,Bank of Japan,67.70949929
2015-11-27,Bank of Japan,67.70949929
2015-12-04,Bank of Japan,67.92733457
2015-12-11,Bank of Japan,68.50516084
2015-12-18,Bank of Japan,68.50516084
2015-12-25,Bank of Japan,68.86646872
2016-01-01,Bank of Japan,68.25754649
2016-01-08,Bank of Japan,68.25754649
2016-01-15,Bank of Japan,68.75981981
2016-01-22,Bank of Japan,69.42086566
2016-01-29,Bank of Japan,69.42086566
2016-02-05,Bank of Japan,70.63471417
2016-02-12,Bank of Japan,70.9970482
2016-02-19,Bank of Japan,71.52766617
2016-02-26,Bank of Japan,71.52766617
2016-03-04,Bank of Japan,71.94265287
2016-03-11,Bank of Japan,72.7784747
2016-03-18,Bank of Japan,72.7784747
2016-03-25,Bank of Japan,73.19533232
2016-04-01,Bank of Japan,72.237141
2016-04-08,Bank of Japan,72.237141
2016-04-15,Bank of Japan,72.89577675
2016-04-22,Bank of Japan,73.04306848
2016-04-29,Bank of Japan,73.83576763
2016-05-06,Bank of Japan,73.83576763
2016-05-13,Bank of Japan,73.87995654
2016-05-20,Bank of Japan,74.21120206
2016-05-27,Bank of Japan,74.21120206
2016-06-03,Bank of Japan,75.84075616
2016-06-10,Bank of Japan,76.48251817
2016-06-17,Bank of Japan,76.48251817
2016-06-24,Bank of Japan,75.97302006
2016-07-01,Bank of Japan,77.10377266
2016-07-08,Bank of Japan,77.10377266
2016-07-15,Bank of Japan,78.12210356
2016-07-22,Bank of Japan,77.6706636
2016-07-29,Bank of Japan,77.6706636
2016-08-05,Bank of Japan,78.94357354
2016-08-12,Bank of Japan,79.45939677
2016-08-19,Bank of Japan,79.81480706
2016-08-26,Bank of Japan,79.81480706
2016-09-02,Bank of Japan,80.70662773
2016-09-09,Bank of Japan,81.29789486
2016-09-16,Bank of Japan,81.29789486
2016-09-23,Bank of Japan,80.50660467
2016-09-30,Bank of Japan,81.46297798
2016-10-07,Bank of Japan,81.46297798
2016-10-14,Bank of Japan,81.91421993
2016-10-21,Bank of Japan,81.86064749
2016-10-28,Bank of Japan,81.86064749
2016-11-04,Bank of Japan,82.5616971
2016-11-11,Bank of Japan,82.88870187
2016-11-18,Bank of Japan,82.88870187
2016-11-25,Bank of Japan,83.4950881
2016-12-02,Bank of Japan,83.9405059
2016-12-09,Bank of Japan,83.9405059
2016-12-16,Bank of Japan,84.78110859
2016-12-23,Bank of Japan,84.25762672
2016-12-30,Bank of Japan,84.89673901
2017-01-06,Bank of Japan,84.89673901
2017-01-13,Bank of Japan,84.9692107
2017-01-20,Bank of Japan,84.87652248
2017-01-27,Bank of Japan,84.87652248
2017-02-03,Bank of Japan,85.87376309
2017-02-10,Bank of Japan,86.48883335
2017-02-17,Bank of Japan,86.48883335
2017-02-24,Bank of Japan,86.25262689
2017-03-03,Bank of Japan,86.92840106
2017-03-10,Bank of Japan,87.45405726
2017-03-17,Bank of Japan,87.45405726
2017-03-24,Bank of Japan,88.21246456
2017-03-31,Bank of Japan,87.32330496
2017-04-07,Bank of Japan,87.32330496
2017-04-14,Bank of Japan,87.23679476
2017-04-21,Bank of Japan,87.91429732
2017-04-28,Bank of Japan,87.91429732
2017-05-05,Bank of Japan,88.68251672
2017-05-12,Bank of Japan,88.81646452
2017-05-19,Bank of Japan,88.81646452
2017-05-26,Bank of Japan,88.75575195
2017-06-02,Bank of Japan,89.22672125
2017-06-09,Bank of Japan,89.22672125
2017-06-16,Bank of Japan,89.94509252
2017-06-23,Bank of Japan,88.6408942
2017-06-30,Bank of Japan,89.45969014
2017-07-07,Bank of Japan,89.45969014
2017-07-14,Bank of Japan,89.57382329
2017-07-21,Bank of Japan,89.55110509
2017-07-28,Bank of Japan,89.55110509
2017-08-04,Bank of Japan,90.07469697
2017-08-11,Bank of Japan,90.70864999
2017-08-18,Bank of Japan,90.70864999
2017-08-25,Bank of Japan,90.91699954
2017-09-01,Bank of Japan,91.14802812
2017-09-08,Bank of Japan,91.14802812
2017-09-15,Bank of Japan,91.58262255
2017-09-22,Bank of Japan,90.84554644
2017-09-29,Bank of Japan,90.84554644
2017-10-06,Bank of Japan,91.47123202
2017-10-13,Bank of Japan,91.48050951
2017-10-20,Bank of Japan,91.83240951
2017-10-27,Bank of Japan,91.83240951
2017-11-03,Bank of Japan,92.29928399
2017-11-10,Bank of Japan,92.57056441
2017-11-17,Bank of Japan,92.57056441
2017-11-24,Bank of Japan,92.3265353
2017-12-01,Bank of Japan,92.97879382
2017-12-08,Bank of Japan,92.97879382
2017-12-15,Bank of Japan,93.45699582
2017-12-22,Bank of Japan,92.46546362
2017-12-29,Bank of Japan,92.46546362
2018-01-05,Bank of Japan,92.89971681
2018-01-12,Bank of Japan,93.13058893
2018-01-19,Bank of Japan,93.13058893
2018-01-26,Bank of Japan,93.54085363
2018-02-02,Bank of Japan,93.84176752
2018-02-09,Bank of Japan,93.84176752
2018-02-16,Bank of Japan,94.41681615
2018-02-23,Bank of Japan,94.40551984
2018-03-02,Bank of Japan,94.99551275
2018-03-09,Bank of Japan,94.99551275
2018-03-16,Bank of Japan,95.52646504
2018-03-23,Bank of Japan,93.74931163
2018-03-30,Bank of Japan,93.74931163
2018-04-06,Bank of Japan,94.16540427
2018-04-13,Bank of Japan,94.51491243
2018-04-20,Bank of Japan,94.90964797
2018-04-27,Bank of Japan,94.90964797
2018-05-04,Bank of Japan,95.32901332
2018-05-11,Bank of Japan,95.56664117
2018-05-18,Bank of Japan,95.56664117
2018-05-25,Bank of Japan,95.84238591
2018-06-01,Bank of Japan,96.35394527
2018-06-08,Bank of Japan,96.35394527
2018-06-15,Bank of Japan,96.91433268
2018-06-22,Bank of Japan,95.0157652
2018-06-29,Bank of Japan,95.0157652
2018-07-06,Bank of Japan,95.67925155
2018-07-13,Bank of Japan,96.23313336
2018-07-20,Bank of Japan,96.43169524
2018-07-27,Bank of Japan,96.43169524
2018-08-03,Bank of Japan,97.33514947
2018-08-10,Bank of Japan,97.80373329
2018-08-17,Bank of Japan,97.80373329
2018-08-24,Bank of Japan,97.76995716
2018-08-31,Bank of Japan,98.15927096
2018-09-07,Bank of Japan,98.15927096
2018-09-14,Bank of Japan,98.29583661
2018-09-21,Bank of Japan,96.84171835
2018-09-28,Bank of Japan,96.84171835
2018-10-05,Bank of Japan,97.19691848
2018-10-12,Bank of Japan,97.49693994
2018-10-19,Bank of Japan,97.49693994
2018-10-26,Bank of Japan,97.8224823
2018-11-02,Bank of Japan,98.31411842
2018-11-09,Bank of Japan,98.31411842
2018-11-16,Bank of Japan,98.63247066
2018-11-23,Bank of Japan,98.63967439
2018-11-30,Bank of Japan,98.97254468
2018-12-07,Bank of Japan,98.97254468
2018-12-14,Bank of Japan,99.1210696
2018-12-21,Bank of Japan,98.00938298
2018-12-28,Bank of Japan,98.00938298
2019-01-04,Bank of Japan,98.36379833
2019-01-11,Bank of Japan,98.68461158
2019-01-18,Bank of Japan,98.68461158
2019-01-25,Bank of Japan,98.76257144
2019-02-01,Bank of Japan,99.22501504
2019-02-08,Bank of Japan,99.22501504
2019-02-15,Bank of Japan,99.53307285
2019-02-22,Bank of Japan,99.59182043
2019-03-01,Bank of Japan,100.117322
2019-03-08,Bank of Japan,100.117322
2019-03-15,Bank of Japan,100.4765536
2019-03-22,Bank of Japan,99.19993079
2019-03-29,Bank of Japan,99.19993079
2019-04-05,Bank of Japan,99.24574342
2019-04-12,Bank of Japan,99.62428449
2019-04-19,Bank of Japan,99.62428449
2019-04-26,Bank of Japan,99.86790839
2019-05-03,Bank of Japan,100.1368252
2019-05-10,Bank of Japan,100.4607052
2019-05-17,Bank of Japan,100.4607052
2019-05-24,Bank of Japan,100.4093202
2019-05-31,Bank of Japan,101.0491867
2019-06-07,Bank of Japan,101.0491867
2019-06-14,Bank of Japan,101.5053399
2019-06-21,Bank of Japan,100.1273749
2019-06-28,Bank of Japan,100.1273749
2019-07-05,Bank of Japan,100.6411771
2019-07-12,Bank of Japan,100.9534305
2019-07-19,Bank of Japan,100.9534305
2019-07-26,Bank of Japan,101.01645
2019-08-02,Bank of Japan,101.2554555
2019-08-09,Bank of Japan,101.2554555
2019-08-16,Bank of Japan,101.7332021
2019-08-23,Bank of Japan,101.5793931
2019-08-30,Bank of Japan,101.5793931
2019-09-06,Bank of Japan,102.0402914
2019-09-13,Bank of Japan,102.5435427
2019-09-20,Bank of Japan,101.1938748
2019-09-27,Bank of Japan,101.1938748
2019-10-04,Bank of Japan,101.5127438
2019-10-11,Bank of Japan,101.9435303
2019-10-18,Bank of Japan,101.9435303
2019-10-25,Bank of Japan,101.9729798
2019-11-01,Bank of Japan,102.5660575
2019-11-08,Bank of Japan,102.5660575
2019-11-15,Bank of Japan,102.7738893
2019-11-22,Bank of Japan,102.7954372
2019-11-29,Bank of Japan,102.7954372
2019-12-06,Bank of Japan,103.075977
2019-12-13,Bank of Japan,103.5532806
2019-12-20,Bank of Japan,101.8971865
2019-12-27,Bank of Japan,101.8971865
2020-01-03,Bank of Japan,102.0997821
2020-01-10,Bank of Japan,102.1311984
2020-01-17,Bank of Japan,102.1311984
2020-01-24,Bank of Japan,102.2146143
2020-01-31,Bank of Japan,103.0408741
2020-02-07,Bank of Japan,103.0408741
2020-02-14,Bank of Japan,103.3245148
2020-02-21,Bank of Japan,103.5799487
2020-02-28,Bank of Japan,103.5799487
2020-03-06,Bank of Japan,104.2142287
2020-03-13,Bank of Japan,104.9000208
2020-03-20,Bank of Japan,104.9000208
2020-03-27,Bank of Japan,105.8546954
2020-04-03,Bank of Japan,107.69059
2020-04-10,Bank of Japan,108.6631125
2020-04-17,Bank of Japan,108.6631125
2020-04-24,Bank of Japan,109.1717067
2020-05-01,Bank of Japan,110.2915009
2020-05-08,Bank of Japan,110.2915009
2020-05-15,Bank of Japan,110.4183099
2020-05-22,Bank of Japan,112.4812476
2020-05-29,Bank of Japan,112.4812476
2020-06-05,Bank of Japan,113.7767432
2020-06-12,Bank of Japan,114.9209688
2020-06-19,Bank of Japan,114.9209688
2020-06-26,Bank of Japan,115.694664
2020-07-03,Bank of Japan,115.6215039
2020-07-10,Bank of Japan,115.9991211
2020-07-17,Bank of Japan,115.9991211
2020-07-24,Bank of Japan,116.487619
2020-07-31,Bank of Japan,118.6394986
2020-08-07,Bank of Japan,118.6394986
2020-08-14,Bank of Japan,118.8717018
2020-08-21,Bank of Japan,119.0112168
2020-08-28,Bank of Japan,119.0112168
2020-09-04,Bank of Japan,121.6708048
2020-09-11,Bank of Japan,121.8563636
2020-09-18,Bank of Japan,121.8563636
2020-09-25,Bank of Japan,122.8804629
2020-10-02,Bank of Japan,122.9347519
2020-10-09,Bank of Japan,122.9347519
2020-10-16,Bank of Japan,122.5104544
2020-10-23,Bank of Japan,123.000402
2020-10-30,Bank of Japan,123.000402
2020-11-06,Bank of Japan,124.4024578
2020-11-13,Bank of Japan,124.3495897
2020-11-20,Bank of Japan,124.571269
2020-11-27,Bank of Japan,124.571269
2020-12-04,Bank of Japan,125.6627983
2020-12-11,Bank of Japan,126.4587516
2020-12-18,Bank of Japan,126.4587516
2020-12-25,Bank of Japan,126.8033055
2021-01-01,Bank of Japan,126.8033055
2021-01-08,Bank of Japan,125.1777207
2021-01-15,Bank of Japan,124.9033499
2021-01-22,Bank of Japan,124.9028556
2021-01-29,Bank of Japan,124.9028556
